nombre_restaurant,gmap_id,estado
Tasty Crab House,0x89b07f6b8355c9b9:0x8658731a737000bc,VA
Sunset Cafe,0x89c7a369aa30d2f9:0x378942851224600c,MD
Bolly Twist,0x88dedd2eac1d39ef:0x264b94f85d3e974c,FL
Hide Kitchen & Cocktails,0x88f5053806452e2d:0x24ddc827949bfe3e,GA
The Juicy Crab,0x88f595c7a7f5b25f:0x8f0e1218ba8fd176,GA
Young Seafood,0x89ba95d82f52b657:0x31612b6cd1e1a60,VA
Yaya's Miami Sushi & Seafood Restaurant,0x88d9b70740764631:0x331b76868e81b103,FL
Miller's Ale House,0x88f56ba7b662c5ab:0xc6d80933e0a27c8e,GA
Randeez Nutz Express,0x88e5cd5c2bd9cb6b:0xdd571e51af26afcc,FL
Privilege Restaurant,0x88f505d57dd78be3:0xf72894d62d9cb36e,GA
Wing Hut and Seafood,0x88f44b1fcfa3d993:0x5b8baaf57a7ce63f,GA
The Crab Stop of Miami,0x88d9b0d080c457df:0x7138f4f77434ec1d,FL
The Millwood Seafood And Steak,0x89b5ee56547514e7:0x39ea8956e2bc96f5,VA
Definitely Delicious,0x88fe2404d7c3596f:0x788587413fb79c44,SC
"Olde Bay Tavern - North Beach, MD",0x89b788a6b3dc763f:0x5523110392dc720f,MD
Snappers fish & chicken,0x88d8d715c1fe5695:0xc36db49a28b8051e,FL
Pier Cafe,0x89baecb1bb00b159:0x7a7384eb4f9d0525,VA
Us Fried Chicken & Pizza 28208,0x8856a24c4c3ad92f:0xd012dfa69b105017,NC
La Brisa,0x8890c6fb415d4c4d:0xeea6db8ccbb4d5c9,FL
Long John Silver's,0x89b11296fd32bfdd:0xf99372658687c7f0,VA
Greedy Spoon,0x89b100b33e0cd3a3:0xf05adb8d58678877,VA
Welika Fish House,0x8854faf1ed8605f3:0x396f62b65d0051f,NC
La Gamba Restaurant,0x88d9b7cf88d9dd19:0x92a611fd02a90715,FL
Herb's Fish Place,0x88f12afc60ad09f7:0x71c9237ffc0006ab,GA
Oak Island Crab House,0x88f09eb569739f6b:0x95aa528a3992cc01,GA
Black Eyed Susan North,0x89c992ec4456718d:0x8a46d292f3ec56e7,MD
Uncle El's Seafood Restaurant,0x88e7d4cd0e4ae9ab:0xebd75a2029c828a8,FL
Joe's Crab Shack,0x89b7e3e400f03e39:0x2bfe56880e7cd274,MD
Cracking Crab,0x8890c1d1ff0c1e23:0x6d4dc61834e8f64d,FL
Forever Young,0x88c2c529ccdd7097:0x8145ac5c7a9eabd4,FL
Hook Fish and Chicken,0x88e5c425e4e9c263:0x4219685641470398,FL
China Wall Restaurant,0x884dfc48cfe3efc7:0x3d8f3b5c098dd070,VA
Simply Steamed,0x89bac308349a7601:0x1674749d739f6e6e,VA
Lynnhaven Fish House Restaurant,0x89baecb1a5cbc4c7:0xa74d2b3d3d6f3ab1,VA
Heaven's Marketplace,0x88f92296e97e8e19:0x47457070cf0e4ad8,SC
Costa Seafood & Grill,0x88def1ac3fc4b911:0x8be6a1e2b456db76,FL
LightHouse Restaurant,0x89b73d3d42524ff3:0x1e59abbe7228f605,VA
Ceviche Point,0x88d9096ae56b69b1:0x56ff1da0617c3a67,FL
Jerri's Seafood & GRILL,0x8850a4db5b491a55:0x35a2cde9b627c423,NC
Acme Ice House,0x8893f1fdbba82733:0xb2dba1a7458b66c8,FL
Dolphin View Restaurant,0x88e729483e9286a5:0x5d98af62f7ac569b,FL
Long John Silver's,0x88500502e1f367bb:0x3bfbe05b79fbf5ca,VA
Big Willy's Seafood LLC,0x88f27f3808d98b3b:0xc722a5c0eac41b7c,GA
Whale Harbor Marina,0x88d739ca57937567:0x1a68c3476c871585,FL
Seafood Factory,0x88f51928f3e3ab09:0x307249bcba30db2c,GA
Fu Wangz,0x89aa1e3cc2f1ba17:0xccae7a9dff8f5977,NC
Long John Silver's,0x88e0aa50243ed943:0x637975b8395997aa,FL
Cafe di Lorenzo,0x88c316b068acd2af:0xdb6ce13794bf46f6,FL
Seafood & More,0x88f906b412f2a2ef:0x3cbf0e1bf7bd481,SC
Seafood Lovers Delight,0x88d9adfd9aea6649:0x64d7f31ed49f52af,FL
Sawache Asian Seafood & Crryt,0x89b761c68fb537ed:0x5ce4adc412fb6d2a,MD
Paella & Tapas,0x88c291a44741aebf:0x1b54166d7d6dfabd,FL
Parkville Crabs,0x89c808b17ec81d45:0xd33c9beeb0e20088,MD
Kabab Cafe and Bakery,0x88dd81bbbf7517cf:0xfa9fcc32e016014c,FL
M&S Grill - CLOSED,0x89b6481f36900667:0x91373e2a7a86d693,VA
Popeyes Louisiana Kitchen,0x88fab97930a2f41b:0xf39db4f20a46a60b,GA
Popeyes Louisiana Kitchen,0x888cd3dfe9afdf3d:0x77412747eb6fd7aa,GA
Yami Crab & Bar,0x88d9a99777eab5cf:0xe08db9c93b85668c,FL
Shogun Japanese Steak House,0x888ccb4bd93da011:0x3f94c0a724642640,GA
Big Kahuna Seafood Shack & Tiki Bar,0x88e6da1595562259:0x71d0676a1c7669a4,FL
JJ's Seafood,0x89b169de42d9aeed:0x69cc9a17e96dddbe,VA
Pandora's Grayton Beach,0x8893e569be89e2d9:0xb5f26c95791d5630,FL
Captain Pete's Seafood Restaurant,0x8900a0468d4b5b75:0xa3e16a146fd699dd,NC
Shark's Fish & Chicken Chicago Style,0x88f3c1cc72685f7b:0x4486a462b3ba4a19,GA
Boneheads Grill,0x88f5058d9fa961eb:0xfd24856509ec8fdd,GA
Cori's Modern Kitchen + Bar,0x89b7bb70e5ee0379:0xb5076d704c61bb6d,MD
The Fish & Vine,0x88db3f77de5f8d07:0x33f17f218c181b89,FL
Lost Creek Restaurant Steak & Seafood,0x88ed9181f26c5cff:0x645a1fe190364279,GA
Bates New England Seafood and Steakhouse,0x88e78281f9601ffd:0x8fdff29c66c8f7ec,FL
Shurling Seafood,0x88f3fe382281b12f:0x4f35dc677d721654,GA
River Bleu Steak & Fish at the RiverGate,0x88569a7f194cc84d:0x9962e32218b83cf1,NC
Jimmy'z Kitchen Marietta,0x88f511935ceaf459:0x5553670e5cc5aacf,GA
HI Tide Poke & Raw Bar,0x88569f8605954569:0x3c39bbd8a0ca0f75,NC
Blythewood Seafood Emporium & BBQ Haven,0x885602d9ebaa1589:0x5ac7500302728c7,SC
Discover Wings,0x88f5a472973e5617:0xc4ea50947dac3cd3,GA
Los Koras Mexican Seafood & Grill,0x8853197ff33ef9bd:0x70d387a9303628de,NC
Emmerts Seafood,0x89b7dd9d49799cab:0x2bb682fd4523ab9a,MD
Betty Sue's,0x885576714b32feef:0x29374974c99fae69,SC
Portosole,0x88d9b7816067dcaf:0x48efeaa60044a2d3,FL
Krustaceans Seafood Restaurant,0x885699c219744785:0x2d923609ab484502,NC
Mason's Famous Lobster Rolls,0x88d9b7796d44e3f5:0x7c41bf6de8192eec,FL
The Shrimper Seafood,0x88556739e6dc85fb:0x4ca2c1a24d98d223,SC
Tela Mares Restaurant,0x89c8047fc3d3736b:0x515d14e244eb46bc,MD
Mojo's Tacos-Mainland,0x88e69d0325649103:0xb2796f145b044e2c,FL
Toni's Homestyle Cookin & Seafood,0x88ecf542b79e1785:0xaba93eab531a5f50,FL
Long John Silver's,0x89b7be927cb00001:0x7171689794838f52,MD
Harrelson's Seafood Market,0x890038951828c9ab:0x2c980839623a62c6,SC
Golden Crab Seafood & Grill,0x88f6c7ff0f4be18f:0x4c4ccff8775c810,GA
McCormick & Schmick's Seafood & Steaks,0x89b64af46a576a43:0x31cd60d2502b5cf5,VA
Pan Pan Diner,0x89ace3edbdcacd3b:0x97756b913b1879a0,NC
Bird of Paradise New Smyrna Beach,0x88e7295fb232c71b:0xa3ef7dbbfb4a6f00,FL
Garcia's Carry Out Fish Chicken and More,0x89b7bec412f199d9:0x4161036c3289c39f,MD
AND Fish Kitchen + Bar,0x88d8fdda0b8b9e7d:0x7f7cabaaa86960e,FL
Coast Seafood & Raw Bar Johns Creek,0x88f59ff4f59f3c93:0xd0dc5d15e9428cf8,GA
Cape Fear Boil Company,0x89a9f9b4abc99abf:0xf4c6d1a082f39b68,NC
Tex's Fish Camp,0x88512947562d92bb:0x2ce7e04f4400c56c,NC
Ocean Bay Seafood,0x89a911b577068a81:0xcad400c63e5118d3,NC
Pink Teacup Crab Pot,0x88d9b31f8d39d2d5:0xbd1360a69c0e1ee6,FL
Popeyes Louisiana Kitchen,0x89b2db405a518c11:0x85155d1c27eb1c17,VA
Just Fish & Grits,0x8890bf7407784bd7:0x99f22294e687e218,FL
Cheers Bar & Grill,0x88582e791f1a2df7:0x786685cdadb315dd,SC
Rock Lobstah,0x89b849f8561b132b:0x8a9e43926ed11105,MD
Picalonga Mix Restaurant,0x88dd811cfccf8677:0x1244059195e2f684,FL
Cebiche Station by Francesco,0x88d9bc061722eeef:0x1208418b7efc23a,FL
Speed's Kitchen,0x88fb3b245fd282d9:0x4b220ef4d62591f0,GA
Palmetto Kitchen,0x89002ba4b77eda1f:0xd1e5bc29d88e8170,SC
Long John Silver's,0x88e76d925b96120f:0x49e1088a7140451b,FL
SunQuest Cruises SOLARIS Yacht | Destin Florida Wedding Venue,0x88915bfa5831d93b:0xf9d8d12eb94744e7,FL
Horizons,0x889144a7af2ff747:0x203e010838618afa,FL
Crab Tales,0x88d8d7ea41d98327:0x3f4d9324213f15e6,FL
Hub Diggity,0x8857758b31cced3b:0x9de527aeb4088437,SC
Big Al's Crabs,0x8890bf0e59005659:0xcf2cdc5440c2375e,FL
Ballers Sports Bar and Grill,0x88e7136d4ea041d3:0xf6da9deb791ee510,FL
Crab Knight Daytona Beach,0x88e6db2cb8e3d4bd:0x69181086fa830484,FL
Atomic Seafood,0x89b9d75fe0e9d3dd:0x9e73d0afaf970bb7,MD
New Orleans Seafood,0x88ec5fca80b3f18b:0x5ca1cd0dbdd0686a,FL
The Wharf at Sunset Walk,0x88dd7c21f7f480b3:0xdcd029e702962d9b,FL
Lelo's Fish & Subs,0x88e710e6ede35fc9:0x8078c60b08562dae,FL
Ruth's Chris Steak House - Water Street,0x89c8049d3c27723f:0x725feb8ab8d760e9,MD
Wright's Seafood Restaurant,0x89b96583f6f8b289:0xbeaff2038a63eb8,VA
Joe's Seafood,0x89b7fbd70f55f8a3:0x3e6db9de1049d9b8,MD
Carolina Fish Fry,0x89ac7284c1325983:0xf7d7cd38e22e6ff3,NC
Big Red Truck,0x889141527476809f:0x72c36d9e0b9e28ed,FL
Georgie's Sport & Oyster Bar,0x89af67c09827e32b:0xd011933e079f74a7,NC
Phillip's Seafood Express,0x89c7c28f67367ab1:0x1b03524f93fd12c,MD
Dockside Grille,0x88de5eda9533c519:0xb5d800e790461dc,FL
The Fish Monger Restaurant,0x88db3c083bde25f7:0x4745e0ab32be4290,FL
Parrott's On Eleventh,0x89a891695e9cc1fb:0x3add471402f6f2ad,NC
Edd's Oyster Bar and Restaurant,0x88ed52dccd979395:0x7f1bd8278e274f60,GA
Fish Market,0x88d0debedf4af013:0xb13e1eeb51d5d023,FL
Adam's Fried Fish,0x8856884c589df2ff:0x1938dd34deb68c4b,SC
Especialidad En Mariscos Y Comida Criolla,0x88d9ba74aca0de43:0xaf3154b1afd678c4,FL
Seaview Crab Company Wilmington Kitchen,0x89a9f5a10ec7e1f7:0x7309ae6ae31b509e,NC
Americas Bar & Grill,0x89b65cfd1c1de0bf:0x715522d1b3fb2708,VA
Mullets,0x88fc712d181a5e63:0xcf26a2c3860482bd,SC
Channels Seafood Market,0x88c2e37e6f32664b:0xb61c201afe9a960a,FL
Southern Crunch Authentic New Orleans Food,0x88938192915a8391:0x27bd73fc309e0800,FL
China Gourmet III @ Colony Plaza,0x88c2958f80826a1f:0xb910185dabb07b9f,FL
Fisherman's Corner,0x89b989f56ecb2f0b:0xbcb8653f91b063dd,VA
Blue Crab House,0x89c7da723cbe52c3:0x628f6f73c3d49ee0,MD
Island Life Grill,0x88e5c535a5890e27:0xab9018272e23e974,FL
Goyo el Pollo SOUTH BEACH,0x88d9b48d9710f64b:0xe4fa4076dda70ae9,FL
Gaviota Seafood & Fine Peruvian Cuisine,0x88e77ae2f8d351bb:0xf850c8bd7a471ac7,FL
Caino's Red Barn Grill,0x89a8fdbb4e17c2ad:0x25d5e492783418c2,NC
Popeyes Louisiana Kitchen,0x89b07db968c1be2d:0x2d4f1e6181b216f9,VA
Seafood Shack,0x88f9ef34f7c3bfa1:0xa5be46d762d1f2a1,GA
Overbored @ Lake Harding Marina,0x888cb7047f3e2e3f:0xfe2548bcf8c29ae1,GA
RL's Restaurant,0x88eedf0cef4f8f0d:0x8c2aa4e472ae403a,FL
Chicken and Fish House,0x88e5b97eb9f0052b:0x3fdc8f12cf8dd57,FL
Beach Box Eatery,0x89a8912a983be143:0x24b73ea804a97b37,NC
The Swan Terrace,0x89babdc36f510acb:0x67834faa4b3cd0a3,VA
Local Shrimp House and Fresh Market,0x889388d6056ee39b:0xaaa869e5d2acf6d1,FL
Red Zone Grill,0x89b64eecc655e20f:0x60e248999227af2,VA
Shelley's,0x88d9c7effc0aa0c3:0x11668ce6113509bd,FL
Adam's Restaurant and Piano Bar,0x88f593c2cc3838bb:0x93ad9a53b6bea49a,GA
Wheelhouse Restaurant,0x89b8095bfa5a95db:0xaa6273ef74eb140,MD
Carolina Meat & Fish Co.,0x885682c3ee9b6325:0x3e07485a1dfa33a,NC
Salem's Fresh Eats,0x88c2c7d7aaaaaaab:0xf07066b87b25dff1,FL
Cool Vibes Cafe,0x88d928d5774be84b:0xbcd006a5bf502553,FL
Cajun Seafood Express,0x88ee01c3487b3f4b:0x576c79446fbf12d2,GA
The Crab Queen,0x89c819fb19816e2f:0x200184468e9556db,MD
Strait From The Sea,0x88ec8536c4744741:0x826c38334b70919f,FL
J & T Seafood,0x89c82eddf7f25145:0x9829e151c38d8c3e,MD
Cotton's Seafood Restaurant,0x8856df0b100480a5:0xdd86404ce809af92,NC
Isaac’s Restaurant & Pub,0x89b7629b0b8e7471:0xc618b0820b7d09d0,MD
Calvin’s Roasted Fish And Salads,0x88f9cdac66765fb1:0x6080eb14cde4799d,GA
Mikkeys Retro Grill,0x88f51122e6ee55cd:0xcbed87ad337b1afc,GA
El Chepo Taqueria,0x89006abf40f853c1:0x7f7945ef38347f93,SC
Harrison's Harbour Lights,0x89b83c56af0862e5:0x9d0cdb64f142129,MD
CAJUN CRAB DADDY,0x88f4fd3101a4f57d:0x9a35f7e190c01e55,GA
Forrest Seafood Kitchen,0x89ba9d53cd3a0df5:0x3e486056e0a8eb5e,VA
Long John Silver's,0x89c8067f02b007d7:0x3c57a6958933ced1,MD
Le Sugar Reef,0x88d9ab3c0464cbad:0x8d8a03e0080b49c6,FL
Nichols Surf & Turf,0x8890e8c923c87b49:0xe43c5fa7e92ebd85,FL
JT's Bourbon Street Grille,0x89b6bf99f5337eb1:0xf1e9bb7eca58f878,VA
Marie's@Ummat Cafe,0x88f500d8bb22bdc3:0x63779b8fc327f5ca,GA
Fat Fish Restaurant,0x89ba9562a22e987d:0xe515df34b45f65a0,VA
The Jackspot 2014,0x89b9685a70263f4f:0xd42cd4c6ccb6a49,VA
SOHO Steak & Seafood Sushi Bar North,0x8900655479369181:0x6850cad0819fd12f,SC
Acworth Fish Camp,0x88f546c51c5a390b:0x5f6e3d5d46692dd3,GA
TATEL Miami,0x88d9b49b075a9751:0x92429acee4b1364f,FL
Captain D's,0x885ac8d1d7203169:0x94838e4a6df23ef3,VA
St Waves Seafood & Steaks,0x89a45b2fe5555555:0x19473990599f5793,NC
Pompano Grill,0x88de1d3e0f3a137d:0x9c177580802812fb,FL
Atlantic's Edge Restaurant,0x88d7375f8b536103:0xcf2fc0bfda6217cf,FL
Hong Kong Bistro,0x8894b5a3706dcd85:0x38e3721e82fbabb,FL
City Girl Seafood,0x88c299817dd715c5:0xefcdba8dc78740b9,FL
King Chef,0x88d9062f0467f135:0x25b30504fcaff647,FL
Fountain Grille Restaurant,0x88c2efa12defcb19:0x953adbf1106980ba,FL
Pisces Crab & Seafood,0x89c7fdc2fef23149:0xe285d99a76b16ca1,MD
Papa Joe's Oyster Bar & Grill,0x8894b5987718225f:0x56aacf60f0f5ef02,FL
Seafood Express,0x89ac85729617c787:0xba2916b00f42dfbc,NC
St Marys Seafood & more Express,0x88e5b78eb160bc75:0x9880104c14d33d23,FL
GENKI Noodles and Sushi - Buckhead,0x88f5058bf2a7ecc9:0x97badb4a18a885df,GA
Shark's Fish & Chicken,0x88f6b80d207342cf:0x235df6a7d0cca34c,GA
Ayden Lounge,0x888ccdbac8c63cbd:0x63f4e8dce18c3532,GA
Jones Creek Fish Camp,0x8854f81611ad81e9:0x3b06015f8f6e8e52,NC
David's Crab House of Savannah,0x88f5a62db3576db9:0x967a5a04f35cef75,GA
Ocean City Fish Co.,0x89b929ab3fc3f8e3:0x28576dce5a4608af,MD
Mr Crab North Myrtle Beach,0x89007d6c4d9d5c7d:0x8cc8e2b566e4b46b,SC
The Crab Pot,0x88d9abeaca91c38f:0x66e1ccbe60e0cf1e,FL
Carrabba's Italian Grill,0x88d9c7eff5ac446d:0xc316c992f2113106,FL
Summerlin Jake's Seafood & Steaks,0x88db398f5b7a7947:0x22127a8a7ac9fc0f,FL
Bootleggers,0x88db3c0e75bcb0a7:0x64a61deebc9d46d1,FL
Long John Silver's,0x89b5efb73c5fec89:0xd39a3d900cb8bfa2,VA
Sam's Crab House,0x89b10e23cf3079af:0x1dae25e250c322e4,VA
Mitchell's Fish Market,0x88915935c1d6a5df:0xe3e68dbdf139ae92,FL
My Ceviche,0x88d9ad255aa368d9:0x417d386c060d11c9,FL
The Crab City,0x88f5b28f6caf443f:0xee980eb7f758a74,GA
Awful Arthurs Seafood Co. Raw Bar & Restaurant Henrico,0x89b16bebf6542ca3:0xf9a5a0ce159809aa,VA
Asian Taste One,0x89c8163a0928133f:0x96ce8a463d8f0ec5,MD
COD TAIL,0x88fe7d6636c1f8d7:0xf075086fd7cd6ef9,SC
Long John Silver's,0x8853ae63b56f4ea3:0x9abdbb612155e890,NC
Faire,0x89acf58c9fbb56e5:0xd23d9a04c089bd62,NC
Shrimp Boats,0x89ace6827f51fb5b:0x4e62440956acc31a,NC
Rock Harbor Grill,0x89ac92bae90e781d:0x3daf1fab7700da9d,NC
Voila,0x89ba986d68b5e663:0x81e8207b7eef9837,VA
Tunis Seafood Wings And Subs Emerson St,0x88e5b64a6bfb3483:0x4013afe6f52c5511,FL
TradeWinds Restaurant,0x89baecbc7805cb8d:0xe4661ee9e81db32,VA
Riverbirch Restaurant,0x89b3898d441c63b1:0x7353ec4683f0ba5a,VA
BIN112 on trade street,0x88582a90b7561673:0x43c2f4da96e9ec02,SC
Boiling Crawfish,0x88e5b9da611e2fe3:0x5ede8a9874570415,FL
Crazy Crab Seafood and Grill,0x88531d6fea0b7509:0x4dc899ac6144221a,NC
Rossi's Italian Restaurant,0x890064ffe819343d:0xb444d4f515f97b1c,SC
K's Fish & More,0x88f3fdd6742c2eaf:0x1985254b06367927,GA
Shuckers South Beach,0x88d9b5500464e18b:0xeaf3b4e63f4b645a,FL
Chichop Taiwanese Grilled&Fried （台湾炸物）,0x88f5091304a8c9e5:0x774a63334c84462b,GA
Pearl's Bay Villa Restaurant and Marina,0x89bacd85358426a5:0xb7dc52b657ca9a20,NC
Plaza Grill,0x88d0deb46d169add:0xe84f79899635cf14,FL
Popeyes Louisiana Kitchen,0x88fb9feeffb637a1:0x62f90bae282327a6,GA
"Jerry's Seafood 15211 LANSDALE BLVDB , Bowie Md",0x89b6f8b469222e51:0xa1b49ce0f1e816bb,VA
Luna Mexican Seafood Bar & Grill,0x88531e59b4604677:0xe7141c5d28dd31f7,NC
A Table Apart,0x88db185523d5eef3:0x224c559642aba0c6,FL
Avanzare Restaurant,0x88de5f02b549b021:0xc0be17101c3a4db,FL
Skinner's Seafood To Go,0x88515993d16954ff:0x7c3c6516c616f5a4,NC
Hondos Shrimp & Fish,0x88f5bd77d0672bc5:0xdb8a6eee00dd05bf,GA
Wylds Cafe,0x88db185526fedf71:0xb9069b1e01b310ba,FL
The Crab Shack 2008,0x89b9683a25ac9377:0x78a77aa8c4c9f7a3,VA
Yara's Seafood,0x88e5b3f8a7392ab3:0x44c454fb3a7d6df2,FL
Long John Silver's,0x88e742501dd06437:0x91315e0ad4b88db3,FL
Peperoncino,0x88e77fa02b9bba31:0xf7a7e8ccd7bd7e3,FL
St. George Cantina & Margarita Bar,0x88eb356805939fb1:0x1767d047e0534f8,FL
The Moonshine Grill,0x885970245b920f3d:0x28b29b74f6466f2d,NC
Yummi Crab,0x89baebcfbf5321cf:0x309ad22dbb55cc8b,VA
Hooters,0x88c2bf274a60cdf1:0x61b6d2d596c1f357,FL
Oriental Wok,0x89c80f24ffe851d1:0x38dcec11b1417b5a,MD
Wessel's Tropical BarBQ,0x88d9b160c140e255:0xcd248b5c8d79fc6e,FL
Fat Daddy's Crabs,0x89c81840c6002333:0x11b645541764c688,MD
Miami Garlic Crab,0x88f4fbf4d5768dc9:0x1dfacebfa6fb78db,GA
Cafe Blu,0x88db0334db289ca1:0x617cce936ced706d,FL
Haszard's Open Pit Beef at the Beach,0x88e69c1ad01c675d:0xddc1c0c7ce5f950d,FL
